"","idx","object_id","filename","filename_prosome_mask","filename_lipid_mask","class","cruise","station","haul","date","width","height","is_valid","IoU","copepod_area_pixels","copepod_mass_annotated","copepod_area_pixels_pred","copepod_mass_pred","whole_image_area_pixels"
"410",458,"20130815 104524 480 000000 0895 0560","20130815 104524 480 000000 0895 0560.bmp","20130815_104524_480_000000_0895_0560-Prosome_mask.png","20130815_104524_480_000000_0895_0560.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",157,278,"False",0.719014626635874,1013,0.083286783121443,1220,0.107649401571551,43646
"411",459,"20130815 104524 497 000000 0949 0443","20130815 104524 497 000000 0949 0443.bmp","20130815_104524_497_000000_0949_0443-Prosome_mask.png","20130815_104524_497_000000_0949_0443.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",301,193,"False",0.856597470770699,4059,0.565527000098928,3722,0.501772022478602,58093
"412",461,"20130815 104524 974 000000 0996 0532","20130815 104524 974 000000 0996 0532.bmp","20130815_104524_974_000000_0996_0532-Prosome_mask.png","20130815_104524_974_000000_0996_0532.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",200,212,"False",0.913099870298314,3798,0.515965779665882,3577,0.474997354663276,42400
"413",462,"20130815 104525 341 000000 0196 0468","20130815 104525 341 000000 0196 0468.bmp","20130815_104525_341_000000_0196_0468-Prosome_mask.png","20130815_104525_341_000000_0196_0468.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",208,196,"False",0.908600890555425,4111,0.575549354964063,4033,0.560534050918709,40768
"414",463,"20130815 104525 407 000000 1072 0496","20130815 104525 407 000000 1072 0496.bmp","20130815_104525_407_000000_1072_0496-Prosome_mask.png","20130815_104525_407_000000_1072_0496.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",216,116,"False",0.784271284271284,3697,0.497126936065256,3722,0.501772022478602,25056
"415",465,"20130815 104525 574 000000 0768 0588","20130815 104525 574 000000 0768 0588.bmp","20130815_104525_574_000000_0768_0588-Prosome_mask.png","20130815_104525_574_000000_0768_0588.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",132,136,"False",0.808165910563837,1477,0.140145816163695,1313,0.11913527607936,17952
"416",468,"20130815 104526 213 000002 0123 0764","20130815 104526 213 000002 0123 0764.bmp","20130815_104526_213_000002_0123_0764-Prosome_mask.png","20130815_104526_213_000002_0123_0764.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",212,282,"False",0.922758920800696,4530,0.658037391836579,4307,0.613756884458666,59784
"417",471,"20130815 104526 396 000001 0037 0448","20130815 104526 396 000001 0037 0448.bmp","20130815_104526_396_000001_0037_0448-Prosome_mask.png","20130815_104526_396_000001_0037_0448.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",120,158,"False",0.683753943217666,1219,0.107527653182657,916,0.072485444628644,18960
"418",473,"20130815 104527 173 000000 0288 0056","20130815 104527 173 000000 0288 0056.bmp","20130815_104527_173_000000_0288_0056-Prosome_mask.png","20130815_104527_173_000000_0288_0056.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",152,148,"False",0.587486744432662,636,0.043813290705619,861,0.066548673404251,22496
"419",476,"20130815 104527 279 000000 1072 0420","20130815 104527 279 000000 1072 0420.bmp","20130815_104527_279_000000_1072_0420-Prosome_mask.png","20130815_104527_279_000000_1072_0420.bmp-Lipid_mask.png","MlongVdors","ArcticNet2013","101",1,"8/15/2013",144,114,"False",0.72890216579537,1246,0.110828116351942,1069,0.089706577301812,16416
"420",477,"20130815 104527 673 000000 0928 0092","20130815 104527 673 000000 0928 0092.bmp","20130815_104527_673_000000_0928_0092-Prosome_mask.png","20130815_104527_673_000000_0928_0092.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",156,212,"False",0.781274586939418,1130,0.096846360737239,1134,0.097319768876315,33072
"421",478,"20130815 104527 795 000000 0189 0520","20130815 104527 795 000000 0189 0520.bmp","20130815_104527_795_000000_0189_0520-Prosome_mask.png","20130815_104527_795_000000_0189_0520.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",384,278,"False",0.928800284798861,10931,2.21914514071517,10741,2.16609132203619,106752
"422",479,"20130815 104528 328 000000 0973 0655","20130815 104528 328 000000 0973 0655.bmp","20130815_104528_328_000000_0973_0655-Prosome_mask.png","20130815_104528_328_000000_0973_0655.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",262,401,"False",0.852200851942687,7727,1.37496015357157,6622,1.11122017319631,105062
"423",481,"20130815 104528 999 000002 0025 0695","20130815 104528 999 000002 0025 0695.bmp","20130815_104528_999_000002_0025_0695-Prosome_mask.png","20130815_104528_999_000002_0025_0695.bmp-Lipid_mask.png","ChypVdors","ArcticNet2013","101",1,"8/15/2013",301,277,"False",0.854423428920073,7801,1.39316462076463,7396,1.29434717152346,83377
"424",482,"20130815 104529 445 000000 0971 0216","20130815 104529 445 000000 0971 0216.bmp","20130815_104529_445_000000_0971_0216-Prosome_mask.png","20130815_104529_445_000000_0971_0216.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",220,340,"False",0.835239387478194,5069,0.768471588177175,4399,0.631922066581979,74800
"425",485,"20130815 104530 361 000002 0873 0483","20130815 104530 361 000002 0873 0483.bmp","20130815_104530_361_000002_0873_0483-Prosome_mask.png","20130815_104530_361_000002_0873_0483.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",262,222,"False",0.863083985957332,3363,0.436232612903299,3536,0.46750037903438,58164
"426",487,"20130815 104531 571 000003 0996 0496","20130815 104531 571 000003 0996 0496.bmp","20130815_104531_571_000003_0996_0496-Prosome_mask.png","20130815_104531_571_000003_0996_0496.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",188,180,"False",0.914571694599628,4228,0.598275645594604,3997,0.55364091555792,33840
"427",488,"20130815 104532 138 000000 0112 0276","20130815 104532 138 000000 0112 0276.bmp","20130815_104532_138_000000_0112_0276-Prosome_mask.png","20130815_104532_138_000000_0112_0276.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",392,164,"False",0.892255511588468,8776,1.63902048544144,7961,1.43274985962222,64288
"428",490,"20130815 104532 926 000000 0121 0843","20130815 104532 926 000000 0121 0843.bmp","20130815_104532_926_000000_0121_0843-Prosome_mask.png","20130815_104532_926_000000_0121_0843.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",277,128,"False",0.902985074626866,3863,0.528191187229864,4042,0.562260999439223,35456
"429",491,"20130815 104533 643 000000 0191 0444","20130815 104533 643 000000 0191 0444.bmp","20130815_104533_643_000000_0191_0444-Prosome_mask.png","20130815_104533_643_000000_0191_0444.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",208,131,"False",0.855714285714286,1362,0.125313962263792,1236,0.109602520901564,27248
"430",492,"20130815 104533 876 000000 0907 0244","20130815 104533 876 000000 0907 0244.bmp","20130815_104533_876_000000_0907_0244-Prosome_mask.png","20130815_104533_876_000000_0907_0244.bmp-Lipid_mask.png","cglac3hyp2lat","ArcticNet2013","101",1,"8/15/2013",81,131,"False",0.733870967741936,375,0.021134802949426,485,0.030141069115116,10611
"431",494,"20130815 104534 504 000000 1072 0760","20130815 104534 504 000000 1072 0760.bmp","20130815_104534_504_000000_1072_0760-Prosome_mask.png","20130815_104534_504_000000_1072_0760.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",108,160,"False",0.898095238095238,1029,0.085107585691116,964,0.077778821840005,17280
"432",497,"20130815 104534 999 000000 0421 0171","20130815 104534 999 000000 0421 0171.bmp","20130815_104534_999_000000_0421_0171-Prosome_mask.png","20130815_104534_999_000000_0421_0171.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",252,390,"False",0.905507631055076,7098,1.22293317569859,7260,1.26161716778405,98280
"433",498,"20130815 104535 337 000001 0952 0336","20130815 104535 337 000001 0952 0336.bmp","20130815_104535_337_000001_0952_0336-Prosome_mask.png","20130815_104535_337_000001_0952_0336.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",268,116,"False",0.863000931966449,4086,0.570724864337034,3910,0.537079998184038,31088
"434",499,"20130815 104535 337 000002 0784 0712","20130815 104535 337 000002 0784 0712.bmp","20130815_104535_337_000002_0784_0712-Prosome_mask.png","20130815_104535_337_000002_0784_0712.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",228,424,"False",0.716556929500562,10476,2.09268966466408,10902,2.21102462133723,96672
"435",501,"20130815 104535 592 000000 0845 0064","20130815 104535 592 000000 0845 0064.bmp","20130815_104535_592_000000_0845_0064-Prosome_mask.png","20130815_104535_592_000000_0845_0064.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",158,290,"False",0.904604720250866,5845,0.935400687903207,5695,0.90243597280313,45820
"436",502,"20130815 104535 603 000001 0112 0684","20130815 104535 603 000001 0112 0684.bmp","20130815_104535_603_000001_0112_0684-Prosome_mask.png","20130815_104535_603_000001_0112_0684.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",204,164,"False",0.884196185286103,2886,0.353218941303823,2646,0.313335089185299,33456
"437",503,"20130815 104535 637 000000 0316 0672","20130815 104535 637 000000 0316 0672.bmp","20130815_104535_637_000000_0316_0672-Prosome_mask.png","20130815_104535_637_000000_0316_0672.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",200,204,"False",0.90147509045366,3485,0.458220899299778,3347,0.433371090272283,40800
"438",505,"20130815 104536 591 000000 0845 0016","20130815 104536 591 000000 0845 0016.bmp","20130815_104536_591_000000_0845_0016-Prosome_mask.png","20130815_104536_591_000000_0845_0016.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",297,207,"False",0.893856545513027,5810,0.92767983465578,5966,0.962227882313412,61479
"439",506,"20130815 104537 625 000001 0021 0819","20130815 104537 625 000001 0021 0819.bmp","20130815_104537_625_000001_0021_0819-Prosome_mask.png","20130815_104537_625_000001_0021_0819.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",450,203,"False",0.874784535828614,7419,1.29990515390484,7808,1.39489007445948,91350
"440",507,"20130815 104537 636 000000 0936 0504","20130815 104537 636 000000 0936 0504.bmp","20130815_104537_636_000000_0936_0504-Prosome_mask.png","20130815_104537_636_000000_0936_0504.bmp-Lipid_mask.png","MlongMlat","ArcticNet2013","101",1,"8/15/2013",136,92,"False",0.714958775029446,819,0.062110759228446,637,0.04390838567096,12512
"441",508,"20130815 104537 999 000000 0769 0347","20130815 104537 999 000000 0769 0347.bmp","20130815_104537_999_000000_0769_0347-Prosome_mask.png","20130815_104537_999_000000_0769_0347.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",312,158,"False",0.809446911586597,4214,0.595543524386207,4750,0.702541906360784,49296
"442",510,"20130815 104538 557 000000 0113 0568","20130815 104538 557 000000 0113 0568.bmp","20130815_104538_557_000000_0113_0568-Prosome_mask.png","20130815_104538_557_000000_0113_0568.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",406,211,"False",0.841197361745307,8797,1.64443529837319,9348,1.78824436296621,85666
"443",511,"20130815 104538 624 000000 0841 0556","20130815 104538 624 000000 0841 0556.bmp","20130815_104538_624_000000_0841_0556-Prosome_mask.png","20130815_104538_624_000000_0841_0556.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",387,192,"False",0.865822784810126,8061,1.4576449916427,8890,1.66847415490373,74304
"444",512,"20130815 104538 735 000000 1000 0200","20130815 104538 735 000000 1000 0200.bmp","20130815_104538_735_000000_1000_0200-Prosome_mask.png","20130815_104538_735_000000_1000_0200.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",152,124,"False",0.475764354958986,881,0.068691311323704,1098,0.093082123619622,18848
"445",514,"20130815 104538 935 000000 0072 0452","20130815 104538 935 000000 0072 0452.bmp","20130815_104538_935_000000_0072_0452-Prosome_mask.png","20130815_104538_935_000000_0072_0452.bmp-Lipid_mask.png","CglacVdors","ArcticNet2013","101",1,"8/15/2013",160,160,"False",0.747441300421433,3199,0.407150249146943,2606,0.306817227556363,25600
"446",517,"20130815 104540 890 000000 0525 0443","20130815 104540 890 000000 0525 0443.bmp","20130815_104540_890_000000_0525_0443-Prosome_mask.png","20130815_104540_890_000000_0525_0443.bmp-Lipid_mask.png","ChypMlat","ArcticNet2013","101",1,"8/15/2013",341,182,"False",0.9327900084674,9036,1.70640549227207,9225,1.75585500887065,62062
"447",518,"20130815 104540 999 000000 0365 0155","20130815 104540 999 000000 0365 0155.bmp","20130815_104540_999_000000_0365_0155-Prosome_mask.png","20130815_104540_999_000000_0365_0155.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",460,238,"False",0.909381799564828,14762,3.35935136895276,15074,3.45772459145246,109480
"448",519,"20130815 104541 434 000000 0064 0448","20130815 104541 434 000000 0064 0448.bmp","20130815_104541_434_000000_0064_0448-Prosome_mask.png","20130815_104541_434_000000_0064_0448.bmp-Lipid_mask.png","CglacVdors","ArcticNet2013","101",1,"8/15/2013",200,124,"False",0.754354354354354,2954,0.364755232877773,2888,0.353556783515452,24800
"449",520,"20130815 104541 756 000001 0825 0548","20130815 104541 756 000001 0825 0548.bmp","20130815_104541_756_000001_0825_0548-Prosome_mask.png","20130815_104541_756_000001_0825_0548.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",237,158,"False",0.902293577981651,4191,0.591062526049668,4103,0.574004301550532,37446
"450",522,"20130815 104542 406 000000 1072 0744","20130815 104542 406 000000 1072 0744.bmp","20130815_104542_406_000000_1072_0744-Prosome_mask.png","20130815_104542_406_000000_1072_0744.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",195,287,"False",0.888163816381638,4289,0.610219943530625,4102,0.573811250306842,55965
"451",524,"20130815 104542 567 000000 1060 0324","20130815 104542 567 000000 1060 0324.bmp","20130815_104542_567_000000_1060_0324-Prosome_mask.png","20130815_104542_567_000000_1060_0324.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",204,208,"False",0.844052863436123,3966,0.547724027825961,4406,0.63331015754806,42432
"452",527,"20130815 104543 933 000001 0948 0116","20130815 104543 933 000001 0948 0116.bmp","20130815_104543_933_000001_0948_0116-Prosome_mask.png","20130815_104543_933_000001_0948_0116.bmp-Lipid_mask.png","MlongIVdors","ArcticNet2013","101",1,"8/15/2013",84,88,"False",0.379518072289157,478,0.029542384814576,209,0.009432719681397,7392
"453",528,"20130815 104544 001 000001 1008 0224","20130815 104544 001 000001 1008 0224.bmp","20130815_104544_001_000001_1008_0224-Prosome_mask.png","20130815_104544_001_000001_1008_0224.bmp-Lipid_mask.png","MlongaIVlat","ArcticNet2013","101",1,"8/15/2013",136,80,"False",0.669421487603306,267,0.013225758681288,339,0.018386989882098,10880
"454",529,"20130815 104544 033 000002 0548 0680","20130815 104544 033 000002 0548 0680.bmp","20130815_104544_033_000002_0548_0680-Prosome_mask.png","20130815_104544_033_000002_0548_0680.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",184,444,"False",0.943289923339799,10791,2.18001855098635,10249,2.03037152534049,81696
"455",530,"20130815 104544 200 000000 0148 0684","20130815 104544 200 000000 0148 0684.bmp","20130815_104544_200_000000_0148_0684-Prosome_mask.png","20130815_104544_200_000000_0148_0684.bmp-Lipid_mask.png","MlongaIVlat","ArcticNet2013","101",1,"8/15/2013",80,92,"False",0.587939698492462,239,0.011350739504396,393,0.022547415763455,7360
"456",531,"20130815 104544 205 000001 0915 0820","20130815 104544 205 000001 0915 0820.bmp","20130815_104544_205_000001_0915_0820-Prosome_mask.png","20130815_104544_205_000001_0915_0820.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",140,334,"False",0.709797533162672,3458,0.453329037596677,3889,0.533103354285327,46760
"457",532,"20130815 104544 688 000001 1005 0604","20130815 104544 688 000001 1005 0604.bmp","20130815_104544_688_000001_1005_0604-Prosome_mask.png","20130815_104544_688_000001_1005_0604.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",207,143,"False",0.707512764405543,1329,0.121143335536876,1012,0.083173343635993,29601
"458",533,"20130815 104545 255 000000 0989 0628","20130815 104545 255 000000 0989 0628.bmp","20130815_104545_255_000000_0989_0628-Prosome_mask.png","20130815_104545_255_000000_0989_0628.bmp-Lipid_mask.png","CglacVdors","ArcticNet2013","101",1,"8/15/2013",132,150,"False",0.860956618464961,2622,0.309419843491521,2397,0.273386421636758,19800
"459",534,"20130815 104545 488 000000 0993 0052","20130815 104545 488 000000 0993 0052.bmp","20130815_104545_488_000000_0993_0052-Prosome_mask.png","20130815_104545_488_000000_0993_0052.bmp-Lipid_mask.png","CglacVdors","ArcticNet2013","101",1,"8/15/2013",128,203,"False",0.70359380151665,3005,0.373474049731795,2162,0.237102375553602,25984
"460",535,"20130815 104546 221 000000 0097 0127","20130815 104546 221 000000 0097 0127.bmp","20130815_104546_221_000000_0097_0127-Prosome_mask.png","20130815_104546_221_000000_0097_0127.bmp-Lipid_mask.png","MlongMlat","ArcticNet2013","101",1,"8/15/2013",114,198,"False",0.521889400921659,517,0.032919406975392,804,0.060546410471077,22572
"461",537,"20130815 104546 565 000000 0596 0696","20130815 104546 565 000000 0596 0696.bmp","20130815_104546_565_000000_0596_0696-Prosome_mask.png","20130815_104546_565_000000_0596_0696.bmp-Lipid_mask.png","CglacFlat","ArcticNet2013","101",1,"8/15/2013",124,264,"False",0.552150854449028,3724,0.502144142886357,4178,0.588533915133022,32736
"462",538,"20130815 104547 187 000001 1049 0324","20130815 104547 187 000001 1049 0324.bmp","20130815_104547_187_000001_1049_0324-Prosome_mask.png","20130815_104547_187_000001_1049_0324.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",102,150,"False",0.674829931972789,1272,0.114032138039733,1190,0.104013535897982,15300
"463",540,"20130815 104547 404 000001 0143 0784","20130815 104547 404 000001 0143 0784.bmp","20130815_104547_404_000001_0143_0784-Prosome_mask.png","20130815_104547_404_000001_0143_0784.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",212,292,"False",0.881384652626483,3837,0.523291567546002,3935,0.541824688782502,61904
"464",541,"20130815 104547 437 000001 0135 0652","20130815 104547 437 000001 0135 0652.bmp","20130815_104547_437_000001_0135_0652-Prosome_mask.png","20130815_104547_437_000001_0135_0652.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",148,455,"False",0.897069335239457,9345,1.78745244167716,9233,1.75795667095476,67340
"465",543,"20130815 104547 632 000000 0396 0224","20130815 104547 632 000000 0396 0224.bmp","20130815_104547_632_000000_0396_0224-Prosome_mask.png","20130815_104547_632_000000_0396_0224.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",160,192,"False",0.874715779899955,4001,0.554405658822408,4244,0.60140228158967,30720
"466",545,"20130815 104547 720 000000 0973 0688","20130815 104547 720 000000 0973 0688.bmp","20130815_104547_720_000000_0973_0688-Prosome_mask.png","20130815_104547_720_000000_0973_0688.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",162,162,"False",0.855840455840456,3454,0.452605548243529,3060,0.382939902270949,26244
"467",546,"20130815 104547 998 000000 0088 0172","20130815 104547 998 000000 0088 0172.bmp","20130815_104547_998_000000_0088_0172-Prosome_mask.png","20130815_104547_998_000000_0088_0172.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",212,172,"False",0.891867469879518,3155,0.399442411820138,3126,0.394384499255693,36464
"468",547,"20130815 104548 253 000000 0877 0380","20130815 104548 253 000000 0877 0380.bmp","20130815_104548_253_000000_0877_0380-Prosome_mask.png","20130815_104548_253_000000_0877_0380.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",293,196,"False",0.892500316175541,7419,1.29990515390484,7545,1.3304691547809,57428
"469",548,"20130815 104548 320 000000 0025 0243","20130815 104548 320 000000 0025 0243.bmp","20130815_104548_320_000000_0025_0243-Prosome_mask.png","20130815_104548_320_000000_0025_0243.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",317,193,"False",0.916484417714598,6973,1.19331250453823,7048,1.2110609178218,61181
"470",549,"20130815 104548 531 000000 1040 0424","20130815 104548 531 000000 1040 0424.bmp","20130815_104548_531_000000_1040_0424-Prosome_mask.png","20130815_104548_531_000000_1040_0424.bmp-Lipid_mask.png","MlongIVdors","ArcticNet2013","101",1,"8/15/2013",92,88,"False",0.344902386117137,166,0.006864109690741,454,0.02751516557193,8096
"471",551,"20130815 104549 001 000000 0165 0208","20130815 104549 001 000000 0165 0208.bmp","20130815_104549_001_000000_0165_0208-Prosome_mask.png","20130815_104549_001_000000_0165_0208.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",177,327,"False",0.913211877779372,6648,1.11724558834249,6689,1.12676540390949,57879
"472",552,"20130815 104549 137 000001 0119 0832","20130815 104549 137 000001 0119 0832.bmp","20130815_104549_137_000001_0119_0832-Prosome_mask.png","20130815_104549_137_000001_0119_0832.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",119,392,"False",0.841183397115102,5961,0.961115191233982,6548,1.09412015716921,46648
"473",554,"20130815 104549 298 000000 0768 0276","20130815 104549 298 000000 0768 0276.bmp","20130815_104549_298_000000_0768_0276-Prosome_mask.png","20130815_104549_298_000000_0768_0276.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",120,164,"False",0.712809917355372,946,0.075781783458794,712,0.051198524458501,19680
"474",555,"20130815 104550 131 000000 0740 0072","20130815 104550 131 000000 0740 0072.bmp","20130815_104550_131_000000_0740_0072-Prosome_mask.png","20130815_104550_131_000000_0740_0072.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",128,164,"False",0.746551724137931,1029,0.085107585691116,997,0.081476876597438,20992
"475",556,"20130815 104550 453 000000 0113 0572","20130815 104550 453 000000 0113 0572.bmp","20130815_104550_453_000000_0113_0572-Prosome_mask.png","20130815_104550_453_000000_0113_0572.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",184,196,"False",0.917870291702067,3314,0.427485618952216,3458,0.453329037596677,36064
"476",557,"20130815 104550 619 000000 0769 0140","20130815 104550 619 000000 0769 0140.bmp","20130815_104550_619_000000_0769_0140-Prosome_mask.png","20130815_104550_619_000000_0769_0140.bmp-Lipid_mask.png","MlongFlat","ArcticNet2013","101",1,"8/15/2013",188,90,"False",0.558978211870774,1110,0.094488893723227,965,0.077890186907225,16920
"477",558,"20130815 104551 252 000000 0977 0400","20130815 104551 252 000000 0977 0400.bmp","20130815_104551_252_000000_0977_0400-Prosome_mask.png","20130815_104551_252_000000_0977_0400.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",196,282,"False",0.934982332155477,5558,0.872614935758509,5394,0.837282769051467,55272
"478",562,"20130815 104553 318 000000 0797 0599","20130815 104553 318 000000 0797 0599.bmp","20130815_104553_318_000000_0797_0599-Prosome_mask.png","20130815_104553_318_000000_0797_0599.bmp-Lipid_mask.png","ChypFlat","ArcticNet2013","101",1,"8/15/2013",455,233,"False",0.904130142936113,12059,2.54123390416011,12053,2.53948919669123,106015
"479",563,"20130815 104553 496 000000 0900 0736","20130815 104553 496 000000 0900 0736.bmp","20130815_104553_496_000000_0900_0736-Prosome_mask.png","20130815_104553_496_000000_0900_0736.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",216,256,"False",0.892461197339246,6680,1.1246737836769,6976,1.19402105431211,55296
"480",564,"20130815 104554 251 000000 1013 0284","20130815 104554 251 000000 1013 0284.bmp","20130815_104554_251_000000_1013_0284-Prosome_mask.png","20130815_104554_251_000000_1013_0284.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",196,162,"False",0.816680660509376,3429,0.448090960712583,3062,0.383285341932164,31752
"481",565,"20130815 104554 485 000000 0873 0495","20130815 104554 485 000000 0873 0495.bmp","20130815_104554_485_000000_0873_0495-Prosome_mask.png","20130815_104554_485_000000_0873_0495.bmp-Lipid_mask.png","CglacVlat","ArcticNet2013","101",1,"8/15/2013",133,317,"False",0.54855195911414,2344,0.265079749619717,4019,0.557850596906766,42161
"482",566,"20130815 104554 529 000000 0948 0172","20130815 104554 529 000000 0948 0172.bmp","20130815_104554_529_000000_0948_0172-Prosome_mask.png","20130815_104554_529_000000_0948_0172.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",200,264,"False",0.841505926098071,8535,1.57723323088735,7313,1.27434478168621,52800
"483",567,"20130815 104554 695 000000 0676 0132","20130815 104554 695 000000 0676 0132.bmp","20130815_104554_695_000000_0676_0132-Prosome_mask.png","20130815_104554_695_000000_0676_0132.bmp-Lipid_mask.png","CglacFlat","ArcticNet2013","101",1,"8/15/2013",128,220,"False",0.702232311766932,2195,0.242111098111231,2304,0.258857569265077,28160
"484",569,"20130815 104555 184 000000 0025 0591","20130815 104555 184 000000 0025 0591.bmp","20130815_104555_184_000000_0025_0591-Prosome_mask.png","20130815_104555_184_000000_0025_0591.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",322,238,"False",0.853102574926129,6779,1.14774029287328,6391,1.05808369450733,76636
"485",570,"20130815 104555 317 000001 0957 0651","20130815 104555 317 000001 0957 0651.bmp","20130815_104555_317_000001_0957_0651-Prosome_mask.png","20130815_104555_317_000001_0957_0651.bmp-Lipid_mask.png","ChypVdors","ArcticNet2013","101",1,"8/15/2013",222,385,"False",0.808671824629271,5649,0.892392325448532,5572,0.875649657756337,85470
"486",571,"20130815 104556 534 000000 0095 0436","20130815 104556 534 000000 0095 0436.bmp","20130815_104556_534_000000_0095_0436-Prosome_mask.png","20130815_104556_534_000000_0095_0436.bmp-Lipid_mask.png","ChypIVlat","ArcticNet2013","101",1,"8/15/2013",220,151,"False",0.613140753327669,2935,0.361521590738696,2761,0.332281907360621,33220
"487",572,"20130815 104557 017 000000 0965 0176","20130815 104557 017 000000 0965 0176.bmp","20130815_104557_017_000000_0965_0176-Prosome_mask.png","20130815_104557_017_000000_0965_0176.bmp-Lipid_mask.png","ChypVdors","ArcticNet2013","101",1,"8/15/2013",207,297,"False",0.797461589846359,6731,1.13654042765369,6723,1.13467672654549,61479
"488",573,"20130815 104557 894 000000 0168 0204","20130815 104557 894 000000 0168 0204.bmp","20130815_104557_894_000000_0168_0204-Prosome_mask.png","20130815_104557_894_000000_0168_0204.bmp-Lipid_mask.png","ChypVlat","ArcticNet2013","101",1,"8/15/2013",324,272,"False",0.643116380353254,5766,0.917998674413522,7816,1.39686274142385,88128
